data_type,id,title,subtitle,storyImage,storyDesc,boardImage,boardbgm,team,type,moveType,imgUrl,hit,dodge,bgmtype,weapon_colour,crosshairType,position_row,position_col,condition_type,description,event_type,condition_turn,condition_team,condition_pieceId,condition_row,condition_col,action_type,action_pieceId,aim_row,aim_col,action_targetPieceId,action_findBestPosition,action_special,action_title,action_description,action_buttonText,action_character,action_text,action_from_row,action_from_col,action_to_row,action_to_col,action_position_row,action_position_col,once
piece_definition,doublas_m2_2,,,,,,,red,多拉斯M2 2,pawn,./images/unit/doublas_m2.png,2,2,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,doublas_m2_1,,,,,,,red,多拉斯M2 1,pawn,./images/unit/doublas_m2.png,2,2,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_6,,,,,,,red,死亡軍團 6,rook,./images/unit/death_army.png,3,3,,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_5,,,,,,,red,死亡軍團 5,rook,./images/unit/death_army.png,3,3,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_ii_4,,,,,,,red,死亡軍團 DG細胞強化型4,knight,./images/unit/death_army_ii.png,4,3,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_ii_2,,,,,,,red,死亡軍團 DG細胞強化型2,bishop,./images/unit/death_army_ii.png,3,4,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_ii_1,,,,,,,red,死亡軍團 DG細胞強化型1,bishop,./images/unit/death_army_ii.png,3,4,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_ii_3,,,,,,,red,死亡軍團 DG細胞強化型3,knight,./images/unit/death_army_ii.png,4,3,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,getter_q,,,,,,,blue,三一萬能俠Q,pawn,./images/unit/getter_q.png,2,2,GetterRobot,#FF69B4,Getter_Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,minerva_x,,,,,,,blue,米涅瓦X,pawn,./images/unit/minerva_x.png,1,3,MazingerZ,#FF4500,Breast_Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,guncannon,,,,,,,blue,雷射大炮,pawn,./images/unit/guncannon.png,2,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zeta_gundam,,,,,,,blue,Z高達,pawn,./images/unit/zeta_gundam.png,3,4,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,zz_gundam,,,,,,,blue,ZZ高達,pawn,./images/unit/zz_gundam.png,4,3,Gundam,#FF1493,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gp01_gundam,,,,,,,blue,高達GP01-Fb,rook,./images/unit/gp01_gundam.png,3,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,hyaku_shiki,,,,,,,blue,百式,pawn,./images/unit/hyaku_shiki.png,3,3,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gundam_mk_ii,,,,,,,blue,高達Mk-II,pawn,./images/unit/gundam_mk_ii.png,3,3,Gundam,#FF1493,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,gundam,,,,,,,blue,高達,pawn,./images/unit/gundam.png,2,3,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,fa_gundam,,,,,,,blue,FA高達,pawn,./images/unit/fa_gundam.png,3,3,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,new_getter_robot,,,,,,,blue,新三一萬能俠,bishop,./images/unit/new_getter_robot.png,4,4,GetterRobot,#FF69B4,Getter_Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,great_mazinger,,,,,,,blue,鐵甲萬能俠2號,bishop,./images/unit/great_mazinger.png,5,3,MazingerZ,#E6E8FA,Destructive_Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,god_gundam,,,,,,,blue,神高達,knight,./images/unit/god_gundam.png,4,3,GodGundam,#FF4500,Trapezoid_Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,pigdoron_reborn_1,,,,,,,red,皮克多倫 復活1,queen,./images/unit/pigdoron.png,4,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_4,,,,,,,red,死亡軍團 4,pawn,./images/unit/death_army.png,3,3,,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_3,,,,,,,red,死亡軍團 3,pawn,./images/unit/death_army.png,3,3,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_2,,,,,,,red,死亡軍團 2,pawn,./images/unit/death_army.png,3,3,,#FFD700,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,death_army_1,,,,,,,red,死亡軍團 1,pawn,./images/unit/death_army.png,3,3,,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,pigdoron,,,,,,,red,皮克多倫,queen,./images/unit/pigdoron.png,4,4,,#FFD700,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,shinning_gundam_s,,,,,,,blue,閃光高達(S),knight,./images/unit/shinning_gundam_s.png,5,3,ShinningGundamS,#66FF66,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,shinning_gundam,,,,,,,blue,閃光高達,knight,./images/unit/shinning_gundam.png,4,2,ShinningGundam,#66FF66,Beam_Saber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,mazinger_z,,,,,,,blue,鐵甲萬能俠,bishop,./images/unit/mazinger_z.png,4,2,MazingerZ,#FF4500,Breast_Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,getter_robot,,,,,,,blue,三一萬能俠,bishop,./images/unit/getter_robot.png,3,3,GetterRobot,#FF69B4,Getter_Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,cybuster,,,,,,,blue,賽巴斯塔,rook,./images/unit/cybuster.png,3,5,Cybuster,#E6E8FA,Cosmo_Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,ra_cailum,,,,,,,blue,勞·卡拉姆號,king,./images/unit/ra_cailum.png,5,2,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,nu_gundam,,,,,,,blue,Nu高達,queen,./images/unit/nu_gundam.png,4,4,Gundam,#FF1493,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piece_definition,wing_zero_gundam,,,,,,,blue,飛翼零式高達,knight,./images/unit/wing_zero_gundam.png,5,3,Wingzero,#FFD700,Beam_Rifie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,nu_gundam,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,ra_cailum,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,mazinger_z,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,getter_robot,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,wing_zero_gundam,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,cybuster,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,shinning_gundam,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,gundam,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,gp01_gundam,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,zz_gundam,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,zeta_gundam,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,hyaku_shiki,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,gundam_mk_ii,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,guncannon,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,getter_q,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,minerva_x,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,devil_gundam_iii,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_ii_1,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_ii_2,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_ii_3,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_ii_4,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_5,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_6,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_3,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,death_army_4,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,doublas_m2_1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,garada_k7_1,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,doublas_m2_2,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,garada_k7_2,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial_position,master_gundam2,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
condition,victory,,,,,,,,,,,,,,,,,,captureAllPieces,敵全滅,,,,,,,,,,,,,,,,,,,,,,,,,
condition,defeat,,,,,,,,,,,,,,,,,,kingCaptured,我方旗艦「勞·卡拉姆號」被摧毀,,,,,,,,,,,,,,,,,,,,,,,,,
event,,,,,,,,,,,,,,,,,,,,,pieceCaptured,,,devil_gundam_iii,,,spawnPiece,devil_gundam_iii_reborn_1,0,4,,TRUE,TRUE,魔鬼高達 第三型態復活！,別以為要擊到我是一件容易的事！,確定,,,,,,,,,TRUE
event,,,,,,,,,,,,,,,,,,,,,pieceCaptured,,,devil_gundam_iii_reborn_1,,,spawnPiece,devil_gundam_iii_reborn_2,0,4,,TRUE,TRUE,魔鬼高達 第三型態復活！,看我的全力一擊！,確定,,,,,,,,,TRUE
event,,,,,,,,,,,,,,,,,,,,,pieceCaptured,,,master_gundam2,,,replacePiece,god_gundam2,,,god_gundam,TRUE,TRUE,風雲再起前來支援！,風雲再起以飛行器形式前來支援！,確定,,,,,,,,,TRUE
event,,,,,,,,,,,,,,,,,,,,,pieceMove,,,gp01_gundam,5,3,replacePiece,gp03_gundam,,,gp01_gundam,TRUE,TRUE,高達GP01-Fb升級！,高達GP01-Fb從秘密基地拾到了升級零件，現在升級成為高達GP03！,確定,,,,,,,,,TRUE
event,,,,,,,,,,,,,,,,,,,,,pieceCaptured,,,devil_gundam_iii_reborn_2,,,spawnPiece,great_master_gundam,0,3,,TRUE,TRUE,盟主高達以大盟主高達姿態重生了！,看看DG細胞終極進化的威力吧！,確定,,,,,,,,,TRUE
